state,district,pincode,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_enrollment,total_demographic,total_biometric,total_demo,total_bio,child_ratio,teen_ratio,adult_ratio,bio_demo_ratio
Andhra Pradesh,Anantapur,515631,12,0,0,22,208,142,233,12,230,375,230,375,0.9230769230769231,0.0,0.0,1.6233766233766234
Andhra Pradesh,Anantapur,515641,6,0,0,11,32,146,241,6,43,387,43,387,0.8571428571428571,0.0,0.0,8.795454545454545
Andhra Pradesh,Anantapur,515651,8,0,0,8,27,59,115,8,35,174,35,174,0.8888888888888888,0.0,0.0,4.833333333333333
Andhra Pradesh,Anantapur,515661,9,1,0,12,67,139,216,10,79,355,79,355,0.8181818181818182,0.09090909090909091,0.0,4.4375
Andhra Pradesh,Anantapur,515671,25,4,0,22,123,388,800,29,145,1188,145,1188,0.8333333333333334,0.13333333333333333,0.0,8.136986301369863
Andhra Pradesh,Anantapur,515672,11,0,0,15,81,200,367,11,96,567,96,567,0.9166666666666666,0.0,0.0,5.845360824742268
Andhra Pradesh,Anantapur,515701,27,2,0,20,101,424,687,29,121,1111,121,1111,0.9,0.06666666666666667,0.0,9.10655737704918
Andhra Pradesh,Anantapur,515711,14,3,0,6,79,254,264,17,85,518,85,518,0.7777777777777778,0.16666666666666666,0.0,6.023255813953488
Andhra Pradesh,Anantapur,515721,5,1,0,4,21,87,301,6,25,388,25,388,0.7142857142857143,0.14285714285714285,0.0,14.923076923076923
Andhra Pradesh,Anantapur,515722,8,1,0,10,65,182,306,9,75,488,75,488,0.8,0.1,0.0,6.421052631578948
Andhra Pradesh,Anantapur,515731,21,1,0,44,583,254,472,22,627,726,627,726,0.9130434782608695,0.043478260869565216,0.0,1.1560509554140128
Andhra Pradesh,Anantapur,515741,14,1,0,26,574,263,423,15,600,686,600,686,0.875,0.0625,0.0,1.1414309484193013
Andhra Pradesh,Anantapur,515751,12,1,0,15,80,391,510,13,95,901,95,901,0.8571428571428571,0.07142857142857142,0.0,9.385416666666666
Andhra Pradesh,Anantapur,515761,25,3,0,21,170,518,801,28,191,1319,191,1319,0.8620689655172413,0.10344827586206896,0.0,6.869791666666667
Andhra Pradesh,Anantapur,515763,7,0,0,7,32,218,295,7,39,513,39,513,0.875,0.0,0.0,12.825
Andhra Pradesh,Anantapur,515765,8,1,0,5,53,152,399,9,58,551,58,551,0.8,0.1,0.0,9.338983050847459
Andhra Pradesh,Anantapur,515766,22,4,0,25,95,477,632,26,120,1109,120,1109,0.8148148148148148,0.14814814814814814,0.0,9.165289256198347
Andhra Pradesh,Anantapur,515767,13,2,0,8,123,335,348,15,131,683,131,683,0.8125,0.125,0.0,5.174242424242424
Andhra Pradesh,Anantapur,515774,5,0,0,2,34,145,169,5,36,314,36,314,0.8333333333333334,0.0,0.0,8.486486486486486
Andhra Pradesh,Anantapur,515775,20,0,0,98,510,457,990,20,608,1447,608,1447,0.9523809523809523,0.0,0.0,2.3760262725779966
Andhra Pradesh,Anantapur,515787,11,3,0,8,52,213,177,14,60,390,60,390,0.7333333333333333,0.2,0.0,6.39344262295082
Andhra Pradesh,Anantapur,515801,39,3,0,19,110,636,1313,42,129,1949,129,1949,0.9069767441860465,0.06976744186046512,0.0,14.992307692307692
Andhra Pradesh,Anantapur,515803,6,0,0,8,32,125,253,6,40,378,40,378,0.8571428571428571,0.0,0.0,9.21951219512195
Andhra Pradesh,Anantapur,515812,30,3,0,36,169,601,944,33,205,1545,205,1545,0.8823529411764706,0.08823529411764706,0.0,7.5
Andhra Pradesh,Anantapur,515822,9,5,0,6,25,178,256,14,31,434,31,434,0.6,0.3333333333333333,0.0,13.5625
Andhra Pradesh,Anantapur,515832,17,3,0,36,196,279,533,20,232,812,232,812,0.8095238095238095,0.14285714285714285,0.0,3.484978540772532
Andhra Pradesh,Anantapur,515842,14,4,0,10,40,214,531,18,50,745,50,745,0.7368421052631579,0.21052631578947367,0.0,14.607843137254902
Andhra Pradesh,Anantapur,515863,18,4,0,8,63,284,356,22,71,640,71,640,0.782608695652174,0.17391304347826086,0.0,8.88888888888889
Andhra Pradesh,Anantapur,515865,69,9,0,59,914,1380,1506,78,973,2886,973,2886,0.8734177215189873,0.11392405063291139,0.0,2.9630390143737166
Andhra Pradesh,Anantapur,515867,24,7,0,5,56,224,286,31,61,510,61,510,0.75,0.21875,0.0,8.225806451612904
Andhra Pradesh,Anantapur,515870,24,3,0,28,296,345,508,27,324,853,324,853,0.8571428571428571,0.10714285714285714,0.0,2.624615384615385
Andhra Pradesh,Anantapur,515871,57,5,0,87,786,928,1055,62,873,1983,873,1983,0.9047619047619048,0.07936507936507936,0.0,2.2688787185354693
Andhra Pradesh,Anantapur,515872,4,2,0,1,13,100,211,6,14,311,14,311,0.5714285714285714,0.2857142857142857,0.0,20.733333333333334
Andhra Pradesh,Ananthapur,515001,23,5,0,128,410,2744,872,28,538,3616,538,3616,0.7931034482758621,0.1724137931034483,0.0,6.708719851576994
Andhra Pradesh,Ananthapur,515002,1,0,0,2,4,290,72,1,6,362,6,362,0.5,0.0,0.0,51.714285714285715
Andhra Pradesh,Ananthapur,515003,1,0,0,1,2,22,5,1,3,27,3,27,0.5,0.0,0.0,6.75
Andhra Pradesh,Ananthapur,515004,12,0,0,15,40,1022,285,12,55,1307,55,1307,0.9230769230769231,0.0,0.0,23.339285714285715
Andhra Pradesh,Ananthapur,515101,4,2,0,22,28,316,147,6,50,463,50,463,0.5714285714285714,0.2857142857142857,0.0,9.07843137254902
Andhra Pradesh,Ananthapur,515110,1,1,0,11,13,475,101,2,24,576,24,576,0.3333333333333333,0.3333333333333333,0.0,23.04
Andhra Pradesh,Ananthapur,515122,2,0,0,31,60,279,55,2,91,334,91,334,0.6666666666666666,0.0,0.0,3.630434782608696
Andhra Pradesh,Ananthapur,515123,2,0,0,5,16,195,96,2,21,291,21,291,0.6666666666666666,0.0,0.0,13.227272727272727
Andhra Pradesh,Ananthapur,515124,2,0,0,20,37,104,22,2,57,126,57,126,0.6666666666666666,0.0,0.0,2.1724137931034484
Andhra Pradesh,Ananthapur,515133,1,0,0,8,8,88,9,1,16,97,16,97,0.5,0.0,0.0,5.705882352941177
Andhra Pradesh,Ananthapur,515134,2,0,0,10,12,362,90,2,22,452,22,452,0.6666666666666666,0.0,0.0,19.652173913043477
Andhra Pradesh,Ananthapur,515144,5,0,0,7,13,163,25,5,20,188,20,188,0.8333333333333334,0.0,0.0,8.952380952380953
Andhra Pradesh,Ananthapur,515154,5,0,0,14,4,99,12,5,18,111,18,111,0.8333333333333334,0.0,0.0,5.842105263157895
Andhra Pradesh,Ananthapur,515159,1,0,0,4,5,198,42,1,9,240,9,240,0.5,0.0,0.0,24.0
Andhra Pradesh,Ananthapur,515164,2,1,0,26,19,85,9,3,45,94,45,94,0.5,0.25,0.0,2.0434782608695654
Andhra Pradesh,Ananthapur,515201,24,2,0,56,95,2621,521,26,151,3142,151,3142,0.8888888888888888,0.07407407407407407,0.0,20.67105263157895
Andhra Pradesh,Ananthapur,515211,5,1,0,5,20,647,119,6,25,766,25,766,0.7142857142857143,0.14285714285714285,0.0,29.46153846153846
Andhra Pradesh,Ananthapur,515212,1,0,0,12,9,215,49,1,21,264,21,264,0.5,0.0,0.0,12.0
Andhra Pradesh,Ananthapur,515231,8,1,0,46,61,745,251,9,107,996,107,996,0.8,0.1,0.0,9.222222222222221
Andhra Pradesh,Ananthapur,515241,1,0,0,25,34,158,25,1,59,183,59,183,0.5,0.0,0.0,3.05
Andhra Pradesh,Ananthapur,515261,5,0,0,5,9,293,52,5,14,345,14,345,0.8333333333333334,0.0,0.0,23.0
Andhra Pradesh,Ananthapur,515271,2,1,0,31,115,446,86,3,146,532,146,532,0.5,0.25,0.0,3.619047619047619
Andhra Pradesh,Ananthapur,515286,4,1,0,12,9,351,81,5,21,432,21,432,0.6666666666666666,0.16666666666666666,0.0,19.636363636363637
Andhra Pradesh,Ananthapur,515291,1,1,0,5,9,60,6,2,14,66,14,66,0.3333333333333333,0.3333333333333333,0.0,4.4
Andhra Pradesh,Ananthapur,515301,12,1,0,56,160,687,216,13,216,903,216,903,0.8571428571428571,0.07142857142857142,0.0,4.161290322580645
Andhra Pradesh,Ananthapur,515303,2,0,0,6,4,121,15,2,10,136,10,136,0.6666666666666666,0.0,0.0,12.363636363636363
Andhra Pradesh,Ananthapur,515305,1,0,0,14,62,386,79,1,76,465,76,465,0.5,0.0,0.0,6.038961038961039
Andhra Pradesh,Ananthapur,515311,1,0,0,18,7,283,56,1,25,339,25,339,0.5,0.0,0.0,13.038461538461538
Andhra Pradesh,Ananthapur,515321,2,0,0,6,2,69,11,2,8,80,8,80,0.6666666666666666,0.0,0.0,8.88888888888889
Andhra Pradesh,Ananthapur,515331,1,0,0,39,94,313,88,1,133,401,133,401,0.5,0.0,0.0,2.9925373134328357
Andhra Pradesh,Ananthapur,515341,1,0,0,4,11,0,4,1,15,4,15,4,0.5,0.0,0.0,0.25
Andhra Pradesh,Ananthapur,515401,8,1,0,30,55,1382,255,9,85,1637,85,1637,0.8,0.1,0.0,19.03488372093023
Andhra Pradesh,Ananthapur,515402,1,1,0,3,10,487,90,2,13,577,13,577,0.3333333333333333,0.3333333333333333,0.0,41.214285714285715
Andhra Pradesh,Ananthapur,515405,2,0,0,17,65,485,78,2,82,563,82,563,0.6666666666666666,0.0,0.0,6.783132530120482
Andhra Pradesh,Ananthapur,515408,7,0,0,9,17,667,108,7,26,775,26,775,0.875,0.0,0.0,28.703703703703702
Andhra Pradesh,Ananthapur,515411,14,0,0,25,68,1567,318,14,93,1885,93,1885,0.9333333333333333,0.0,0.0,20.0531914893617
Andhra Pradesh,Ananthapur,515414,3,0,0,22,27,166,27,3,49,193,49,193,0.75,0.0,0.0,3.86
Andhra Pradesh,Ananthapur,515415,2,1,0,20,42,218,59,3,62,277,62,277,0.5,0.25,0.0,4.396825396825397
Andhra Pradesh,Ananthapur,515425,6,1,0,29,50,945,133,7,79,1078,79,1078,0.75,0.125,0.0,13.475
Andhra Pradesh,Ananthapur,515435,1,0,0,23,41,83,18,1,64,101,64,101,0.5,0.0,0.0,1.5538461538461539
Andhra Pradesh,Ananthapur,515445,2,0,0,11,20,288,74,2,31,362,31,362,0.6666666666666666,0.0,0.0,11.3125
Andhra Pradesh,Ananthapur,515455,3,1,0,8,19,547,72,4,27,619,27,619,0.6,0.2,0.0,22.107142857142858
Andhra Pradesh,Ananthapur,515465,4,0,0,25,38,393,86,4,63,479,63,479,0.8,0.0,0.0,7.484375
Andhra Pradesh,Ananthapur,515501,4,0,0,11,20,331,87,4,31,418,31,418,0.8,0.0,0.0,13.0625
Andhra Pradesh,Ananthapur,515511,2,0,0,4,6,388,94,2,10,482,10,482,0.6666666666666666,0.0,0.0,43.81818181818182
Andhra Pradesh,Ananthapur,515521,1,1,0,20,27,414,78,2,47,492,47,492,0.3333333333333333,0.3333333333333333,0.0,10.25
Andhra Pradesh,Ananthapur,515531,3,1,0,18,68,187,65,4,86,252,86,252,0.6,0.2,0.0,2.896551724137931
Andhra Pradesh,Ananthapur,515541,1,1,0,4,13,368,80,2,17,448,17,448,0.3333333333333333,0.3333333333333333,0.0,24.88888888888889
Andhra Pradesh,Ananthapur,515551,2,1,0,4,10,49,18,3,14,67,14,67,0.5,0.25,0.0,4.466666666666667
Andhra Pradesh,Ananthapur,515556,3,0,0,13,17,85,7,3,30,92,30,92,0.75,0.0,0.0,2.967741935483871
Andhra Pradesh,Ananthapur,515561,4,0,0,33,70,373,91,4,103,464,103,464,0.8,0.0,0.0,4.461538461538462
Andhra Pradesh,Ananthapur,515571,4,0,0,27,162,357,133,4,189,490,189,490,0.8,0.0,0.0,2.5789473684210527
Andhra Pradesh,Ananthapur,515581,6,1,0,7,16,242,44,7,23,286,23,286,0.75,0.125,0.0,11.916666666666666
Andhra Pradesh,Ananthapur,515591,18,3,0,34,67,1389,314,21,101,1703,101,1703,0.8181818181818182,0.13636363636363635,0.0,16.69607843137255
Andhra Pradesh,Ananthapur,515611,3,0,0,5,9,103,20,3,14,123,14,123,0.75,0.0,0.0,8.2
Andhra Pradesh,Ananthapur,515621,4,1,0,19,69,504,156,5,88,660,88,660,0.6666666666666666,0.16666666666666666,0.0,7.415730337078652
Andhra Pradesh,Ananthapur,515631,6,1,0,36,147,375,190,7,183,565,183,565,0.75,0.125,0.0,3.0706521739130435
Andhra Pradesh,Ananthapur,515641,11,1,0,18,56,937,204,12,74,1141,74,1141,0.8461538461538461,0.07692307692307693,0.0,15.213333333333333
Andhra Pradesh,Ananthapur,515651,7,0,0,38,73,223,81,7,111,304,111,304,0.875,0.0,0.0,2.7142857142857144
Andhra Pradesh,Ananthapur,515661,4,0,0,29,110,397,115,4,139,512,139,512,0.8,0.0,0.0,3.657142857142857
Andhra Pradesh,Ananthapur,515671,19,2,0,271,399,1906,573,21,670,2479,670,2479,0.8636363636363636,0.09090909090909091,0.0,3.694485842026826
Andhra Pradesh,Ananthapur,515672,14,3,0,64,121,945,430,17,185,1375,185,1375,0.7777777777777778,0.16666666666666666,0.0,7.39247311827957
Andhra Pradesh,Ananthapur,515701,8,0,0,23,84,830,163,8,107,993,107,993,0.8888888888888888,0.0,0.0,9.194444444444445
Andhra Pradesh,Ananthapur,515711,2,2,0,30,265,511,130,4,295,641,295,641,0.4,0.4,0.0,2.1655405405405403
Andhra Pradesh,Ananthapur,515721,1,0,0,2,7,212,69,1,9,281,9,281,0.5,0.0,0.0,28.1
Andhra Pradesh,Ananthapur,515731,4,2,0,8,8,457,90,6,16,547,16,547,0.5714285714285714,0.2857142857142857,0.0,32.1764705882353
Andhra Pradesh,Ananthapur,515741,4,0,0,10,5,553,107,4,15,660,15,660,0.8,0.0,0.0,41.25
Andhra Pradesh,Ananthapur,515751,5,2,0,12,22,760,104,7,34,864,34,864,0.625,0.25,0.0,24.685714285714287
Andhra Pradesh,Ananthapur,515761,17,1,0,45,90,1196,376,18,135,1572,135,1572,0.8947368421052632,0.05263157894736842,0.0,11.558823529411764
Andhra Pradesh,Ananthapur,515763,5,1,0,22,100,241,64,6,122,305,122,305,0.7142857142857143,0.14285714285714285,0.0,2.4796747967479673
Andhra Pradesh,Ananthapur,515765,10,1,0,41,246,662,287,11,287,949,287,949,0.8333333333333334,0.08333333333333333,0.0,3.295138888888889
Andhra Pradesh,Ananthapur,515766,2,0,0,67,257,746,135,2,324,881,324,881,0.6666666666666666,0.0,0.0,2.710769230769231
Andhra Pradesh,Ananthapur,515767,3,1,0,9,28,673,114,4,37,787,37,787,0.6,0.2,0.0,20.710526315789473
Andhra Pradesh,Ananthapur,515774,1,0,0,2,4,69,19,1,6,88,6,88,0.5,0.0,0.0,12.571428571428571
Andhra Pradesh,Ananthapur,515775,2,0,0,10,15,703,209,2,25,912,25,912,0.6666666666666666,0.0,0.0,35.07692307692308
Andhra Pradesh,Ananthapur,515787,7,1,0,12,27,483,95,8,39,578,39,578,0.7777777777777778,0.1111111111111111,0.0,14.45
Andhra Pradesh,Ananthapur,515801,20,4,0,23,87,1884,483,24,110,2367,110,2367,0.8,0.16,0.0,21.324324324324323
Andhra Pradesh,Ananthapur,515803,5,1,0,6,10,336,92,6,16,428,16,428,0.7142857142857143,0.14285714285714285,0.0,25.176470588235293
Andhra Pradesh,Ananthapur,515812,8,0,0,26,33,1105,210,8,59,1315,59,1315,0.8888888888888888,0.0,0.0,21.916666666666668
Andhra Pradesh,Ananthapur,515822,4,0,0,21,18,194,49,4,39,243,39,243,0.8,0.0,0.0,6.075
Andhra Pradesh,Ananthapur,515832,7,0,0,11,7,270,114,7,18,384,18,384,0.875,0.0,0.0,20.210526315789473
Andhra Pradesh,Ananthapur,515842,4,0,0,4,14,652,190,4,18,842,18,842,0.8,0.0,0.0,44.31578947368421
Andhra Pradesh,Ananthapur,515863,5,0,0,0,15,395,98,5,15,493,15,493,0.8333333333333334,0.0,0.0,30.8125
Andhra Pradesh,Ananthapur,515865,31,7,0,25,123,2998,611,38,148,3609,148,3609,0.7948717948717948,0.1794871794871795,0.0,24.221476510067113
Andhra Pradesh,Ananthapur,515867,11,1,0,9,27,772,128,12,36,900,36,900,0.8461538461538461,0.07692307692307693,0.0,24.324324324324323
Andhra Pradesh,Ananthapur,515870,3,1,0,35,59,769,141,4,94,910,94,910,0.6,0.2,0.0,9.578947368421053
Andhra Pradesh,Ananthapur,515871,12,2,0,55,212,1997,394,14,267,2391,267,2391,0.8,0.13333333333333333,0.0,8.921641791044776
Andhra Pradesh,Ananthapur,515872,2,1,0,1,11,254,86,3,12,340,12,340,0.5,0.25,0.0,26.153846153846153
Andhra Pradesh,Ananthapuramu,515001,51,7,1,491,2231,3746,1144,59,2722,4890,2722,4890,0.85,0.11666666666666667,0.016666666666666666,1.795813441057657
Andhra Pradesh,Ananthapuramu,515002,12,2,1,10,70,553,188,15,80,741,80,741,0.75,0.125,0.0625,9.148148148148149
Andhra Pradesh,Ananthapuramu,515003,4,0,0,9,15,83,17,4,24,100,24,100,0.8,0.0,0.0,4.0
Andhra Pradesh,Ananthapuramu,515004,33,1,0,159,815,1687,588,34,974,2275,974,2275,0.9428571428571428,0.02857142857142857,0.0,2.3333333333333335
Andhra Pradesh,Ananthapuramu,515005,1,0,0,0,8,88,13,1,8,101,8,101,0.5,0.0,0.0,11.222222222222221
Andhra Pradesh,Ananthapuramu,515101,3,0,0,34,26,355,78,3,60,433,60,433,0.75,0.0,0.0,7.098360655737705
Andhra Pradesh,Ananthapuramu,515110,2,0,0,17,58,766,117,2,75,883,75,883,0.6666666666666666,0.0,0.0,11.618421052631579
Andhra Pradesh,Ananthapuramu,515122,3,1,0,2,7,427,34,4,9,461,9,461,0.6,0.2,0.0,46.1
Andhra Pradesh,Ananthapuramu,515123,3,1,0,2,4,309,77,4,6,386,6,386,0.6,0.2,0.0,55.142857142857146
Andhra Pradesh,Ananthapuramu,515124,1,0,0,5,7,87,6,1,12,93,12,93,0.5,0.0,0.0,7.153846153846154
Andhra Pradesh,Ananthapuramu,515133,3,1,0,3,7,155,9,4,10,164,10,164,0.6,0.2,0.0,14.909090909090908
Andhra Pradesh,Ananthapuramu,515134,5,0,0,5,13,540,113,5,18,653,18,653,0.8333333333333334,0.0,0.0,34.36842105263158
Andhra Pradesh,Ananthapuramu,515144,4,0,0,6,11,491,51,4,17,542,17,542,0.8,0.0,0.0,30.11111111111111
Andhra Pradesh,Ananthapuramu,515154,8,0,0,1,5,260,43,8,6,303,6,303,0.8888888888888888,0.0,0.0,43.285714285714285
Andhra Pradesh,Ananthapuramu,515159,1,0,0,1,4,261,46,1,5,307,5,307,0.5,0.0,0.0,51.166666666666664
Andhra Pradesh,Ananthapuramu,515164,4,0,0,7,11,63,11,4,18,74,18,74,0.8,0.0,0.0,3.8947368421052633
Andhra Pradesh,Ananthapuramu,515201,11,1,0,22,114,1804,194,12,136,1998,136,1998,0.8461538461538461,0.07692307692307693,0.0,14.583941605839415
Andhra Pradesh,Ananthapuramu,515211,1,0,0,3,10,157,19,1,13,176,13,176,0.5,0.0,0.0,12.571428571428571
Andhra Pradesh,Ananthapuramu,515212,5,1,0,4,6,171,27,6,10,198,10,198,0.7142857142857143,0.14285714285714285,0.0,18.0
Andhra Pradesh,Ananthapuramu,515231,10,1,0,19,43,1383,158,11,62,1541,62,1541,0.8333333333333334,0.08333333333333333,0.0,24.46031746031746
Andhra Pradesh,Ananthapuramu,515241,4,0,0,4,3,235,27,4,7,262,7,262,0.8,0.0,0.0,32.75
Andhra Pradesh,Ananthapuramu,515261,5,0,0,0,13,311,39,5,13,350,13,350,0.8333333333333334,0.0,0.0,25.0
Andhra Pradesh,Ananthapuramu,515271,1,0,0,5,7,217,19,1,12,236,12,236,0.5,0.0,0.0,18.153846153846153
Andhra Pradesh,Ananthapuramu,515281,7,0,0,3,8,475,41,7,11,516,11,516,0.875,0.0,0.0,43.0
Andhra Pradesh,Ananthapuramu,515286,1,0,0,4,9,187,25,1,13,212,13,212,0.5,0.0,0.0,15.142857142857142
Andhra Pradesh,Ananthapuramu,515291,1,0,0,1,6,55,3,1,7,58,7,58,0.5,0.0,0.0,7.25
Andhra Pradesh,Ananthapuramu,515301,2,0,0,9,18,625,78,2,27,703,27,703,0.6666666666666666,0.0,0.0,25.107142857142858
Andhra Pradesh,Ananthapuramu,515303,2,0,0,0,4,117,6,2,4,123,4,123,0.6666666666666666,0.0,0.0,24.6
Andhra Pradesh,Ananthapuramu,515305,1,1,0,2,6,104,7,2,8,111,8,111,0.3333333333333333,0.3333333333333333,0.0,12.333333333333334
Andhra Pradesh,Ananthapuramu,515311,3,0,0,4,9,519,91,3,13,610,13,610,0.75,0.0,0.0,43.57142857142857
Andhra Pradesh,Ananthapuramu,515321,4,0,0,3,14,315,28,4,17,343,17,343,0.8,0.0,0.0,19.055555555555557
Andhra Pradesh,Ananthapuramu,515331,4,0,0,7,17,815,88,4,24,903,24,903,0.8,0.0,0.0,36.12
Andhra Pradesh,Ananthapuramu,515341,4,0,0,2,8,81,16,4,10,97,10,97,0.8,0.0,0.0,8.818181818181818
Andhra Pradesh,Ananthapuramu,515401,13,2,0,126,332,2102,385,15,458,2487,458,2487,0.8125,0.125,0.0,5.4183006535947715
Andhra Pradesh,Ananthapuramu,515402,2,0,0,27,83,809,150,2,110,959,110,959,0.6666666666666666,0.0,0.0,8.63963963963964
Andhra Pradesh,Ananthapuramu,515405,8,0,0,21,44,525,65,8,65,590,65,590,0.8888888888888888,0.0,0.0,8.93939393939394
Andhra Pradesh,Ananthapuramu,515408,8,0,0,4,44,1047,146,8,48,1193,48,1193,0.8888888888888888,0.0,0.0,24.346938775510203
Andhra Pradesh,Ananthapuramu,515411,32,2,0,182,637,2250,495,34,819,2745,819,2745,0.9142857142857143,0.05714285714285714,0.0,3.347560975609756
Andhra Pradesh,Ananthapuramu,515414,6,0,0,3,17,245,65,6,20,310,20,310,0.8571428571428571,0.0,0.0,14.761904761904763
Andhra Pradesh,Ananthapuramu,515415,4,0,0,25,64,290,39,4,89,329,89,329,0.8,0.0,0.0,3.6555555555555554
Andhra Pradesh,Ananthapuramu,515425,13,1,0,13,52,1242,158,14,65,1400,65,1400,0.8666666666666667,0.06666666666666667,0.0,21.21212121212121
Andhra Pradesh,Ananthapuramu,515435,3,1,0,21,56,165,33,4,77,198,77,198,0.6,0.2,0.0,2.5384615384615383
Andhra Pradesh,Ananthapuramu,515445,3,0,0,4,26,346,78,3,30,424,30,424,0.75,0.0,0.0,13.67741935483871
Andhra Pradesh,Ananthapuramu,515455,6,0,0,2,19,760,93,6,21,853,21,853,0.8571428571428571,0.0,0.0,38.77272727272727
Andhra Pradesh,Ananthapuramu,515465,8,0,0,30,109,631,84,8,139,715,139,715,0.8888888888888888,0.0,0.0,5.107142857142857
Andhra Pradesh,Ananthapuramu,515501,5,2,0,10,25,788,78,7,35,866,35,866,0.625,0.25,0.0,24.055555555555557
Andhra Pradesh,Ananthapuramu,515511,12,0,0,3,15,771,115,12,18,886,18,886,0.9230769230769231,0.0,0.0,46.63157894736842
Andhra Pradesh,Ananthapuramu,515521,8,0,0,5,18,756,70,8,23,826,23,826,0.8888888888888888,0.0,0.0,34.416666666666664
Andhra Pradesh,Ananthapuramu,515531,7,0,0,2,10,275,36,7,12,311,12,311,0.875,0.0,0.0,23.923076923076923
Andhra Pradesh,Ananthapuramu,515541,4,0,0,5,4,430,40,4,9,470,9,470,0.8,0.0,0.0,47.0
Andhra Pradesh,Ananthapuramu,515551,7,0,0,0,5,146,17,7,5,163,5,163,0.875,0.0,0.0,27.166666666666668
Andhra Pradesh,Ananthapuramu,515556,5,0,0,1,9,124,6,5,10,130,10,130,0.8333333333333334,0.0,0.0,11.818181818181818
Andhra Pradesh,Ananthapuramu,515561,6,2,0,1,10,632,76,8,11,708,11,708,0.6666666666666666,0.2222222222222222,0.0,59.0
Andhra Pradesh,Ananthapuramu,515571,5,0,0,22,44,972,107,5,66,1079,66,1079,0.8333333333333334,0.0,0.0,16.104477611940297
Andhra Pradesh,Ananthapuramu,515581,5,0,0,8,31,863,115,5,39,978,39,978,0.8333333333333334,0.0,0.0,24.45
Andhra Pradesh,Ananthapuramu,515591,18,1,0,36,145,1868,235,19,181,2103,181,2103,0.9,0.05,0.0,11.554945054945055
Andhra Pradesh,Ananthapuramu,515601,2,0,0,3,9,134,26,2,12,160,12,160,0.6666666666666666,0.0,0.0,12.307692307692308
Andhra Pradesh,Ananthapuramu,515611,4,0,0,2,17,392,66,4,19,458,19,458,0.8,0.0,0.0,22.9
Andhra Pradesh,Ananthapuramu,515621,4,0,0,3,18,651,108,4,21,759,21,759,0.8,0.0,0.0,34.5
Andhra Pradesh,Ananthapuramu,515631,1,0,0,3,8,142,21,1,11,163,11,163,0.5,0.0,0.0,13.583333333333334
Andhra Pradesh,Ananthapuramu,515641,4,1,0,9,20,716,92,5,29,808,29,808,0.6666666666666666,0.16666666666666666,0.0,26.933333333333334
Andhra Pradesh,Ananthapuramu,515651,4,1,0,2,7,50,4,5,9,54,9,54,0.6666666666666666,0.16666666666666666,0.0,5.4
Andhra Pradesh,Ananthapuramu,515661,2,0,0,0,4,321,49,2,4,370,4,370,0.6666666666666666,0.0,0.0,74.0
Andhra Pradesh,Ananthapuramu,515671,11,1,0,100,151,1965,275,12,251,2240,251,2240,0.8461538461538461,0.07692307692307693,0.0,8.88888888888889
Andhra Pradesh,Ananthapuramu,515672,3,0,0,20,27,1102,116,3,47,1218,47,1218,0.75,0.0,0.0,25.375
Andhra Pradesh,Ananthapuramu,515701,19,0,0,161,644,1573,272,19,805,1845,805,1845,0.95,0.0,0.0,2.2890818858560795
Andhra Pradesh,Ananthapuramu,515711,9,0,0,36,123,1021,113,9,159,1134,159,1134,0.9,0.0,0.0,7.0875
Andhra Pradesh,Ananthapuramu,515721,2,1,0,2,19,221,68,3,21,289,21,289,0.5,0.25,0.0,13.136363636363637
Andhra Pradesh,Ananthapuramu,515722,5,0,0,8,21,426,85,5,29,511,29,511,0.8333333333333334,0.0,0.0,17.033333333333335
Andhra Pradesh,Ananthapuramu,515731,11,1,0,66,258,966,181,12,324,1147,324,1147,0.8461538461538461,0.07692307692307693,0.0,3.5292307692307694
Andhra Pradesh,Ananthapuramu,515741,8,1,0,3,15,1000,178,9,18,1178,18,1178,0.8,0.1,0.0,62.0
Andhra Pradesh,Ananthapuramu,515751,15,3,0,42,188,1097,199,18,230,1296,230,1296,0.7894736842105263,0.15789473684210525,0.0,5.6103896103896105
Andhra Pradesh,Ananthapuramu,515761,24,1,0,115,406,2132,414,25,521,2546,521,2546,0.9230769230769231,0.038461538461538464,0.0,4.8773946360153255
Andhra Pradesh,Ananthapuramu,515763,7,1,0,22,69,718,118,8,91,836,91,836,0.7777777777777778,0.1111111111111111,0.0,9.08695652173913
Andhra Pradesh,Ananthapuramu,515765,10,0,1,7,41,1321,225,11,48,1546,48,1546,0.8333333333333334,0.0,0.08333333333333333,31.551020408163264
Andhra Pradesh,Ananthapuramu,515766,11,0,0,58,185,1250,205,11,243,1455,243,1455,0.9166666666666666,0.0,0.0,5.963114754098361
Andhra Pradesh,Ananthapuramu,515767,8,0,0,42,110,992,124,8,152,1116,152,1116,0.8888888888888888,0.0,0.0,7.294117647058823
Andhra Pradesh,Ananthapuramu,515774,6,1,0,17,65,407,123,7,82,530,82,530,0.75,0.125,0.0,6.385542168674699
Andhra Pradesh,Ananthapuramu,515775,21,1,0,106,288,1486,364,22,394,1850,394,1850,0.9130434782608695,0.043478260869565216,0.0,4.6835443037974684
Andhra Pradesh,Ananthapuramu,515787,4,0,0,2,13,583,89,4,15,672,15,672,0.8,0.0,0.0,42.0
